Date,Page Views,Page Views (Log10),Quarterback
20160618,34,1.5314789170422551,Jackson
20160619,15,1.1760912590556813,Jackson
20160620,7,0.8450980400142568,Jackson
20160621,11,1.0413926851582251,Jackson
20160622,4,0.6020599913279624,Jackson
20160623,7,0.8450980400142568,Jackson
20160624,7,0.8450980400142568,Jackson
20160625,6,0.7781512503836436,Jackson
20160626,4,0.6020599913279624,Jackson
20160627,19,1.2787536009528289,Jackson
20160628,4,0.6020599913279624,Jackson
20160629,9,0.9542425094393249,Jackson
20160630,7,0.8450980400142568,Jackson
20160701,11,1.0413926851582251,Jackson
20160702,23,1.3617278360175928,Jackson
20160703,11,1.0413926851582251,Jackson
20160704,13,1.1139433523068367,Jackson
20160705,8,0.9030899869919435,Jackson
20160706,12,1.0791812460476249,Jackson
20160707,15,1.1760912590556813,Jackson
20160708,26,1.414973347970818,Jackson
20160709,14,1.146128035678238,Jackson
20160710,13,1.1139433523068367,Jackson
20160711,15,1.1760912590556813,Jackson
20160712,21,1.3222192947339193,Jackson
20160713,12,1.0791812460476249,Jackson
20160714,18,1.255272505103306,Jackson
20160715,16,1.2041199826559248,Jackson
20160716,15,1.1760912590556813,Jackson
20160717,8,0.9030899869919435,Jackson
20160718,11,1.0413926851582251,Jackson
20160719,18,1.255272505103306,Jackson
20160720,20,1.3010299956639813,Jackson
20160721,28,1.4471580313422192,Jackson
20160722,35,1.5440680443502757,Jackson
20160723,57,1.7558748556724915,Jackson
20160724,38,1.5797835966168101,Jackson
20160725,59,1.7708520116421442,Jackson
20160726,29,1.462397997898956,Jackson
20160727,38,1.5797835966168101,Jackson
20160728,12,1.0791812460476249,Jackson
20160729,34,1.5314789170422551,Jackson
20160730,20,1.3010299956639813,Jackson
20160731,20,1.3010299956639813,Jackson
20160801,34,1.5314789170422551,Jackson
20160802,17,1.2304489213782739,Jackson
20160803,21,1.3222192947339193,Jackson
20160804,22,1.3424226808222062,Jackson
20160805,16,1.2041199826559248,Jackson
20160806,21,1.3222192947339193,Jackson
20160807,22,1.3424226808222062,Jackson
20160808,37,1.568201724066995,Jackson
20160809,28,1.4471580313422192,Jackson
20160810,25,1.3979400086720377,Jackson
20160811,18,1.255272505103306,Jackson
20160812,28,1.4471580313422192,Jackson
20160813,33,1.5185139398778875,Jackson
20160814,19,1.2787536009528289,Jackson
20160815,29,1.462397997898956,Jackson
20160816,33,1.5185139398778875,Jackson
20160817,24,1.380211241711606,Jackson
20160818,18,1.255272505103306,Jackson
20160819,29,1.462397997898956,Jackson
20160820,28,1.4471580313422192,Jackson
20160821,30,1.4771212547196624,Jackson
20160822,39,1.591064607026499,Jackson
20160823,22,1.3424226808222062,Jackson
20160824,35,1.5440680443502757,Jackson
20160825,34,1.5314789170422551,Jackson
20160826,30,1.4771212547196624,Jackson
20160827,31,1.4913616938342726,Jackson
20160828,33,1.5185139398778875,Jackson
20160829,24,1.380211241711606,Jackson
20160830,27,1.4313637641589874,Jackson
20160831,52,1.7160033436347992,Jackson
20160901,247,2.392696953259666,Jackson
20160902,2449,3.388988785124714,Jackson
20160903,455,2.6580113966571126,Jackson
20160904,300,2.4771212547196626,Jackson
20160905,176,2.24551266781415,Jackson
20160906,182,2.2600713879850747,Jackson
20160907,223,2.3483048630481607,Jackson
20160908,127,2.103803720955957,Jackson
20160909,202,2.305351369446624,Jackson
20160910,19957,4.300095257323717,Jackson
20160911,2680,3.428134794028789,Jackson
20160912,1833,3.2631624649622166,Jackson
20160913,2564,3.4089180208467798,Jackson
20160914,2242,3.3506356082589543,Jackson
20160915,1750,3.2430380486862944,Jackson
20160916,2365,3.3738311450738303,Jackson
20160917,58508,4.767215252720028,Jackson
20160918,38851,4.589402201744208,Jackson
20160919,16132,4.207688213335581,Jackson
20160920,11237,4.050650380863914,Jackson
20160921,7527,3.876621916034273,Jackson
20160922,4596,3.6623800200162475,Jackson
20160923,4679,3.67015304519218,Jackson
20160924,6028,3.780173243642594,Jackson
20160925,18874,4.275863950712521,Jackson
20160926,5492,3.7397305285647175,Jackson
20160927,4469,3.6502103546603593,Jackson
20160928,6630,3.821513528404773,Jackson
20160929,5292,3.7236198355154633,Jackson
20160930,5436,3.7352794480604565,Jackson
20161001,13255,4.1223797320691125,Jackson
20161002,57068,4.756392652570267,Jackson
20161003,6695,3.8257505813480277,Jackson
20161004,3601,3.556423121371285,Jackson
20161005,3000,3.4771212547196626,Jackson
20161006,2022,3.3057811512549824,Jackson
20161007,1670,3.2227164711475833,Jackson
20161008,2173,3.3370597263205246,Jackson
20161009,2158,3.334051440346892,Jackson
20161010,1433,3.1562461903973444,Jackson
20161011,1365,3.1351326513767748,Jackson
20161012,1170,3.0681858617461617,Jackson
20161013,925,2.9661417327390325,Jackson
20161014,1824,3.2610248339923973,Jackson
20161015,6546,3.8159760009719856,Jackson
20161016,2009,3.3029799367482493,Jackson
20161017,1166,3.0666985504229953,Jackson
20161018,1191,3.0759117614827773,Jackson
20161019,1036,3.0153597554092144,Jackson
20161020,815,2.9111576087399764,Jackson
20161021,948,2.976808337338066,Jackson
20161022,11263,4.051654084113286,Jackson
20161023,6257,3.7963661549775214,Jackson
20161024,2649,3.423081958297231,Jackson
20161025,1777,3.2496874278053016,Jackson
20161026,1333,3.1248301494138593,Jackson
20161027,962,2.983175072037813,Jackson
20161028,1069,3.028977705208778,Jackson
20161029,5923,3.7725417326409434,Jackson
20161030,3495,3.5434471800817002,Jackson
20161031,1464,3.165541076722373,Jackson
20161101,1624,3.2105860249051563,Jackson
20161102,1183,3.0729847446279304,Jackson
20161103,931,2.9689496809813427,Jackson
20161104,881,2.9449759084120477,Jackson
20161105,8644,3.936714758211204,Jackson
20161106,8677,3.9383695974518065,Jackson
20161107,3003,3.477555332198981,Jackson
20161108,2074,3.316808752053022,Jackson
20161109,1258,3.09968064110925,Jackson
20161110,1362,3.1341771075767664,Jackson
20161111,1540,3.187520720836463,Jackson
20161112,2576,3.4109458586877746,Jackson
20161113,4575,3.6603910984024672,Jackson
20161114,2203,3.343014497150768,Jackson
20161115,2355,3.371990911464915,Jackson
20161116,1993,3.2995072987004876,Jackson
20161117,2110,3.3242824552976926,Jackson
20161118,9367,3.971600520230059,Jackson
20161119,1865,3.2706788361447066,Jackson
20161120,1829,3.262213705476417,Jackson
20161121,1337,3.1261314072619846,Jackson
20161122,1209,3.0824263008607717,Jackson
20161123,1159,3.064083435963596,Jackson
20161124,1271,3.104145550554008,Jackson
20161125,1522,3.182414652434554,Jackson
20161126,6357,3.803252211430457,Jackson
20161127,3820,3.582063362911709,Jackson
20161128,1765,3.2467447097238415,Jackson
20161129,1407,3.1482940974347455,Jackson
20161130,1472,3.16790781000148,Jackson
20161201,945,2.975431808509263,Jackson
20161202,950,2.9777236052888476,Jackson
20161203,1643,3.215637563435062,Jackson
20161204,2288,3.3594560201209864,Jackson
20161205,1431,3.1556396337597765,Jackson
20161206,3669,3.564547711755948,Jackson
20161207,1988,3.2984163800612945,Jackson
20161208,2467,3.392169149489736,Jackson
20161209,6393,3.8057047044338645,Jackson
20161210,7680,3.885361220031512,Jackson
20161211,118741,5.07460070209933,Jackson
20161212,21494,4.332317244540979,Jackson
20161213,9988,3.99947853367931,Jackson
20161214,4983,3.697490887171057,Jackson
20161215,3097,3.490941205356787,Jackson
20161216,2583,3.412124406173317,Jackson
20161217,2668,3.426185825244511,Jackson
20161218,2517,3.4008832155483626,Jackson
20161219,2588,3.4129642719966626,Jackson
20161220,2133,3.3289908554494287,Jackson
20161221,1578,3.1981069988734014,Jackson
20161222,4399,3.643353961976863,Jackson
20161223,1672,3.2232362731029975,Jackson
20161224,1843,3.2655253352190736,Jackson
20161225,1718,3.2350231594952237,Jackson
20161226,1681,3.225567713439471,Jackson
20161227,2091,3.3203540328176717,Jackson
20161228,1829,3.262213705476417,Jackson
20161229,2269,3.355834495884936,Jackson
20161230,2531,3.4032921451582543,Jackson
20161231,15495,4.190191580575302,Jackson
20170101,6588,3.8187535904977166,Jackson
20170102,3184,3.5029730590656314,Jackson
20170103,3789,3.578524605274993,Jackson
20170104,2723,3.4350476413399647,Jackson
20170105,2158,3.334051440346892,Jackson
20170106,1433,3.1562461903973444,Jackson
20170107,1718,3.2350231594952237,Jackson
20170108,1909,3.280805928393667,Jackson
20170109,2087,3.3195224490654542,Jackson
20170110,14275,4.154576116917886,Jackson
20170111,2738,3.4374334437979712,Jackson
20170112,2193,3.341038631677523,Jackson
20170113,1194,3.0770043267933502,Jackson
20170114,1205,3.080987046910887,Jackson
20170115,1408,3.1486026548060932,Jackson
20170116,1211,3.0831441431430524,Jackson
20170117,994,2.997386384397313,Jackson
20170118,845,2.926856708949692,Jackson
20170119,967,2.9854264740830017,Jackson
20170120,790,2.8976270912904414,Jackson
20170121,766,2.884228769632604,Jackson
20170122,925,2.9661417327390325,Jackson
20170123,1048,3.0203612826477078,Jackson
20170124,877,2.9429995933660407,Jackson
20170125,924,2.9656719712201065,Jackson
20170126,668,2.824776462475546,Jackson
20170127,672,2.8273692730538253,Jackson
20170128,598,2.776701183988411,Jackson
20170129,648,2.8115750058705933,Jackson
20170130,654,2.815577748324267,Jackson
20170131,545,2.7363965022766426,Jackson
20170201,673,2.828015064223977,Jackson
20170202,720,2.8573324964312685,Jackson
20170203,709,2.8506462351830666,Jackson
20170204,740,2.8692317197309762,Jackson
20170205,861,2.935003151453655,Jackson
20170206,1023,3.00987563371216,Jackson
20170207,851,2.929929560084588,Jackson
20170208,770,2.886490725172482,Jackson
20170209,1071,3.029789470831856,Jackson
20170210,764,2.8830933585756897,Jackson
20170211,760,2.8808135922807914,Jackson
20170212,728,2.862131379313037,Jackson
20170213,711,2.851869600729766,Jackson
20170214,569,2.7551122663950713,Jackson
20170215,696,2.842609239610562,Jackson
20170216,755,2.8779469516291885,Jackson
20170217,633,2.801403710017355,Jackson
20170218,612,2.7867514221455614,Jackson
20170219,580,2.7634279935629373,Jackson
20170220,602,2.7795964912578244,Jackson
20170221,587,2.7686381012476144,Jackson
20170222,677,2.8305886686851442,Jackson
20170223,618,2.790988475088816,Jackson
20170224,578,2.761927838420529,Jackson
20170225,565,2.7520484478194387,Jackson
20170226,635,2.8027737252919755,Jackson
20170227,582,2.7649229846498886,Jackson
20170228,693,2.8407332346118066,Jackson
20170301,611,2.786041210242554,Jackson
20170302,691,2.8394780473741985,Jackson
20170303,745,2.8721562727482928,Jackson
20170304,984,2.9929950984313414,Jackson
20170305,888,2.948412965778601,Jackson
20170306,849,2.928907690243953,Jackson
20170307,772,2.887617300335736,Jackson
20170308,739,2.8686444383948255,Jackson
20170309,717,2.8555191556678,Jackson
20170310,744,2.8715729355458786,Jackson
20170311,710,2.8512583487190755,Jackson
20170312,648,2.8115750058705933,Jackson
20170313,626,2.7965743332104296,Jackson
20170314,601,2.7788744720027396,Jackson
20170315,574,2.7589118923979736,Jackson
20170316,614,2.788168371141168,Jackson
20170317,544,2.73559889969818,Jackson
20170318,514,2.710963118995276,Jackson
20170319,600,2.7781512503836434,Jackson
20170320,600,2.7781512503836434,Jackson
20170321,616,2.7895807121644256,Jackson
20170322,616,2.7895807121644256,Jackson
20170323,687,2.8369567370595505,Jackson
20170324,663,2.821513528404773,Jackson
20170325,523,2.718501688867274,Jackson
20170326,536,2.72916478969277,Jackson
20170327,526,2.7209857441537393,Jackson
20170328,488,2.6884198220027105,Jackson
20170329,544,2.73559889969818,Jackson
20170330,563,2.7505083948513462,Jackson
20170331,640,2.806179973983887,Jackson
20170401,521,2.7168377232995247,Jackson
20170402,526,2.7209857441537393,Jackson
20170403,498,2.6972293427597176,Jackson
20170404,565,2.7520484478194387,Jackson
20170405,496,2.6954816764901977,Jackson
20170406,562,2.749736315569061,Jackson
20170407,601,2.7788744720027396,Jackson
20170408,555,2.7442929831226763,Jackson
20170409,502,2.7007037171450192,Jackson
20170410,560,2.7481880270062002,Jackson
20170411,502,2.7007037171450192,Jackson
20170412,632,2.800717078282385,Jackson
20170413,547,2.737987326333431,Jackson
20170414,613,2.787460474518415,Jackson
20170415,626,2.7965743332104296,Jackson
20170416,590,2.7708520116421442,Jackson
20170417,603,2.780317312140151,Jackson
20170418,574,2.7589118923979736,Jackson
20170419,597,2.775974331129369,Jackson
20170420,532,2.7259116322950483,Jackson
20170421,649,2.812244696800369,Jackson
20170422,680,2.832508912706236,Jackson
20170423,577,2.7611758131557314,Jackson
20170424,811,2.909020854211156,Jackson
20170425,902,2.9552065375419416,Jackson
20170426,1021,3.0090257420869104,Jackson
20170427,2036,3.3087777736647213,Jackson
20170428,9149,3.961373627594801,Jackson
20170429,4178,3.62096843564429,Jackson
20170430,3012,3.478854967528663,Jackson
20170501,2205,3.3434085938038574,Jackson
20170502,1413,3.1501421618485588,Jackson
20170503,1195,3.0773679052841563,Jackson
20170504,1158,3.0637085593914173,Jackson
20170505,989,2.9951962915971793,Jackson
20170506,1132,3.0538464268522527,Jackson
20170507,723,2.859138297294531,Jackson
20170508,793,2.8992731873176036,Jackson
20170509,614,2.788168371141168,Jackson
20170510,604,2.7810369386211318,Jackson
20170511,877,2.9429995933660407,Jackson
20170512,904,2.9561684304753633,Jackson
20170513,717,2.8555191556678,Jackson
20170514,917,2.962369335670021,Jackson
20170515,690,2.838849090737255,Jackson
20170516,602,2.7795964912578244,Jackson
20170517,595,2.7745169657285498,Jackson
20170518,558,2.7466341989375787,Jackson
20170519,547,2.737987326333431,Jackson
20170520,530,2.724275869600789,Jackson
20170521,593,2.7730546933642626,Jackson
20170522,534,2.727541257028556,Jackson
20170523,635,2.8027737252919755,Jackson
20170524,659,2.8188854145940097,Jackson
20170525,531,2.725094521081469,Jackson
20170526,447,2.6503075231319366,Jackson
20170527,453,2.656098202012832,Jackson
20170528,452,2.655138434811382,Jackson
20170529,478,2.6794278966121188,Jackson
20170530,438,2.6414741105040997,Jackson
20170531,452,2.655138434811382,Jackson
20170601,419,2.622214022966295,Jackson
20170602,566,2.7528164311882715,Jackson
20170603,814,2.910624404889201,Jackson
20170604,675,2.829303772831025,Jackson
20170605,431,2.6344772701607315,Jackson
20170606,430,2.6334684555795866,Jackson
20170607,446,2.649334858712142,Jackson
20170608,373,2.571708831808688,Jackson
20170609,399,2.6009728956867484,Jackson
20170610,357,2.552668216112193,Jackson
20170611,393,2.5943925503754266,Jackson
20170612,383,2.583198773968623,Jackson
20170613,349,2.5428254269591797,Jackson
20170614,383,2.583198773968623,Jackson
20170615,375,2.574031267727719,Jackson
20170616,478,2.6794278966121188,Jackson
20170617,402,2.60422605308447,Jackson
20170618,521,2.7168377232995247,Jackson
20170619,554,2.74350976472843,Jackson
20170620,480,2.681241237375587,Jackson
20170621,469,2.6711728427150834,Jackson
20170622,449,2.6522463410033232,Jackson
20170623,517,2.7134905430939424,Jackson
20170624,396,2.597695185925512,Jackson
20170625,449,2.6522463410033232,Jackson
20170626,526,2.7209857441537393,Jackson
20170627,447,2.6503075231319366,Jackson
20170628,403,2.6053050461411096,Jackson
20170629,405,2.6074550232146687,Jackson
20170630,692,2.840106094456758,Jackson
20170701,574,2.7589118923979736,Jackson
20170702,498,2.6972293427597176,Jackson
20170703,475,2.6766936096248664,Jackson
20170704,420,2.6232492903979003,Jackson
20170705,456,2.658964842664435,Jackson
20170706,885,2.9469432706978256,Jackson
20170707,1343,3.1280760126687155,Jackson
20170708,633,2.801403710017355,Jackson
20170709,571,2.756636108245848,Jackson
20170710,658,2.8182258936139557,Jackson
20170711,540,2.7323937598229686,Jackson
20170712,1150,3.060697840353612,Jackson
20170713,975,2.989004615698537,Jackson
20170714,827,2.9175055095525466,Jackson
20170715,522,2.717670503002262,Jackson
20170716,513,2.7101173651118162,Jackson
20170717,625,2.7958800173440754,Jackson
20170718,590,2.7708520116421442,Jackson
20170719,537,2.7299742856995555,Jackson
20170720,721,2.857935264719429,Jackson
20170721,673,2.828015064223977,Jackson
20170722,544,2.73559889969818,Jackson
20170723,549,2.739572344450092,Jackson
20170724,627,2.7972675408307164,Jackson
20170725,692,2.840106094456758,Jackson
20170726,603,2.780317312140151,Jackson
20170727,576,2.760422483423212,Jackson
20170728,592,2.77232170672292,Jackson
20170729,727,2.8615344108590377,Jackson
20170730,680,2.832508912706236,Jackson
20170731,687,2.8369567370595505,Jackson
20170801,1048,3.0203612826477078,Jackson
20170802,985,2.9934362304976116,Jackson
20170803,749,2.8744818176994666,Jackson
20170804,838,2.9232440186302764,Jackson
20170805,677,2.8305886686851442,Jackson
20170806,788,2.8965262174895554,Jackson
20170807,913,2.960470777534299,Jackson
20170808,916,2.9618954736678504,Jackson
20170809,990,2.99563519459755,Jackson
20170810,1199,3.0788191830988487,Jackson
20170811,948,2.976808337338066,Jackson
20170812,962,2.983175072037813,Jackson
20170813,1170,3.0681858617461617,Jackson
20170814,1098,3.040602340114073,Jackson
20170815,1372,3.137354111370733,Jackson
20170816,1579,3.1983821300082944,Jackson
20170817,943,2.9745116927373285,Jackson
20170818,969,2.986323777050765,Jackson
20170819,1303,3.1149444157125847,Jackson
20170820,1423,3.153204900084284,Jackson
20170821,1165,3.0663259253620376,Jackson
20170822,1412,3.149834696715785,Jackson
20170823,954,2.979548374704095,Jackson
20170824,905,2.9566485792052033,Jackson
20170825,909,2.9585638832219674,Jackson
20170826,1266,3.1024337056813365,Jackson
20170827,1245,3.095169351431755,Jackson
20170828,1222,3.0870712059065353,Jackson
20170829,1356,3.1322596895310446,Jackson
20170830,1177,3.0707764628434346,Jackson
20170831,1314,3.118595365223762,Jackson
20170901,1601,3.2043913319193,Jackson
20170902,5728,3.758003009299799,Jackson
20170903,8033,3.9048777669634047,Jackson
20170904,2462,3.3912880485952974,Jackson
20170905,1859,3.2692793897718984,Jackson
20170906,1151,3.0610753236297916,Jackson
20170907,1097,3.0402066275747113,Jackson
20170908,991,2.9960736544852753,Jackson
20170909,16571,4.219348717313578,Jackson
20170910,9565,3.9806849743633146,Jackson
20170911,3198,3.504878459410216,Jackson
20170912,2808,3.4483971034577676,Jackson
20170913,3322,3.521399628115376,Jackson
20170914,3404,3.53198955141255,Jackson
20170915,4718,3.6737579365495767,Jackson
20170916,8302,3.9191827290425008,Jackson
20170917,17672,4.247285702863379,Jackson
20170918,2047,3.311117842662506,Jackson
20170919,1556,3.1920095926536702,Jackson
20170920,1235,3.0916669575956846,Jackson
20170921,979,2.9907826918031377,Jackson
20170922,1213,3.083860800866573,Jackson
20170923,2071,3.3161800988934527,Jackson
20170924,1878,3.273695587930092,Jackson
20170925,1183,3.0729847446279304,Jackson
20170926,1102,3.042181594515766,Jackson
20170927,956,2.9804578922761,Jackson
20170928,833,2.9206450014067875,Jackson
20170929,749,2.8744818176994666,Jackson
20170930,1550,3.1903316981702914,Jackson
20171001,1872,3.2723058444020863,Jackson
20171002,1274,3.1051694279993316,Jackson
20171003,1092,3.0382226383687185,Jackson
20171004,911,2.9595183769729982,Jackson
20171005,1296,3.1126050015345745,Jackson
20171006,4123,3.6152133348013584,Jackson
20171007,1374,3.137986732723532,Jackson
20171008,1448,3.1607685618611283,Jackson
20171009,1411,3.149527013754348,Jackson
20171010,1157,3.0633333589517497,Jackson
20171011,879,2.9439888750737717,Jackson
20171012,799,2.902546779313991,Jackson
20171013,809,2.9079485216122722,Jackson
20171014,2293,3.3604040547299387,Jackson
20171015,1648,3.216957207361097,Jackson
20171016,1161,3.064832219738574,Jackson
20171017,1251,3.09725730969342,Jackson
20171018,731,2.8639173769578603,Jackson
20171019,735,2.8662873390841948,Jackson
20171020,769,2.885926339801431,Jackson
20171021,5802,3.7635777244666455,Jackson
20171022,2067,3.3153404766272883,Jackson
20171023,1206,3.0813473078041325,Jackson
20171024,1103,3.0425755124401905,Jackson
20171025,1216,3.084933574936716,Jackson
20171026,1001,3.000434077479319,Jackson
20171027,815,2.9111576087399764,Jackson
20171028,1889,3.2762319579218335,Jackson
20171029,1711,3.2332500095411003,Jackson
20171030,1275,3.1055101847699738,Jackson
20171031,1295,3.1122697684172707,Jackson
20171101,1143,3.0580462303952816,Jackson
20171102,1142,3.0576661039098294,Jackson
20171103,1190,3.0755469613925306,Jackson
20171104,1370,3.1367205671564067,Jackson
20171105,1733,3.238798562713917,Jackson
20171106,1156,3.0629578340845103,Jackson
20171107,1031,3.0132586652835167,Jackson
20171108,955,2.9800033715837464,Jackson
20171109,842,2.9253120914996495,Jackson
20171110,876,2.9425041061680806,Jackson
20171111,1730,3.2380461031287955,Jackson
20171112,2317,3.364926033789976,Jackson
20171113,1258,3.09968064110925,Jackson
20171114,1280,3.1072099696478683,Jackson
20171115,1109,3.04493154614916,Jackson
20171116,836,2.9222062774390163,Jackson
20171117,1007,3.003029470553618,Jackson
20171118,1574,3.1970047280230456,Jackson
20171119,2621,3.4184670209466006,Jackson
20171120,1576,3.1975562131535367,Jackson
20171121,1748,3.2425414282983844,Jackson
20171122,1273,3.1048284036536553,Jackson
20171123,1048,3.0203612826477078,Jackson
20171124,1324,3.121887985103681,Jackson
20171125,4362,3.6396856612426816,Jackson
20171126,3261,3.513350798805957,Jackson
20171127,1699,3.230193378869046,Jackson
20171128,1707,3.2322335211147335,Jackson
20171129,1456,3.1631613749770184,Jackson
20171130,1258,3.09968064110925,Jackson
20171201,1373,3.137670537236755,Jackson
20171202,2073,3.3165993020938607,Jackson
20171203,2354,3.371806458507416,Jackson
20171204,1840,3.2648178230095364,Jackson
20171205,6151,3.788945727023748,Jackson
20171206,2634,3.420615770625765,Jackson
20171207,2427,3.385069776331935,Jackson
20171208,3284,3.516403148447403,Jackson
20171209,5427,3.734559821579476,Jackson
20171210,17933,4.253652948483564,Jackson
20171211,3343,3.5241363765925686,Jackson
20171212,1765,3.2467447097238415,Jackson
20171213,1666,3.2216749970707688,Jackson
20171214,1395,3.144574207609616,Jackson
20171215,1112,3.0461047872460387,Jackson
20171216,954,2.979548374704095,Jackson
20171217,945,2.975431808509263,Jackson
20171218,922,2.9647309210536292,Jackson
20171219,945,2.975431808509263,Jackson
20171220,870,2.9395192526186187,Jackson
20171221,810,2.90848501887865,Jackson
20171222,1101,3.041787318971752,Jackson
20171223,1146,3.059184617631371,Jackson
20171224,1303,3.1149444157125847,Jackson
20171225,1113,3.0464951643347082,Jackson
20171226,1081,3.03382569395331,Jackson
20171227,1420,3.1522883443830563,Jackson
20171228,1668,3.22219604630172,Jackson
20171229,1910,3.2810333672477277,Jackson
20171230,14900,4.173186268412274,Jackson
20171231,4219,3.625209525381881,Jackson
20180101,3487,3.5424519473759766,Jackson
20180102,5675,3.7539658658651605,Jackson
20180103,2260,3.3541084391474008,Jackson
20180104,2690,3.429752280002408,Jackson
20180105,6686,3.82516637225655,Jackson
20180106,4790,3.680335513414563,Jackson
20180107,3247,3.5114822886260013,Jackson
20180108,2148,3.332034277027518,Jackson
20180109,3106,3.49220145139254,Jackson
20180110,1577,3.197831693328903,Jackson
20180111,1309,3.116939646550756,Jackson
20180112,1176,3.0704073217401198,Jackson
20180113,1149,3.060320028688285,Jackson
20180114,1715,3.2342641243787895,Jackson
20180115,1308,3.1166077439882485,Jackson
20180116,1123,3.050379756261458,Jackson
20180117,991,2.9960736544852753,Jackson
20180118,1230,3.089905111439398,Jackson
20180119,1321,3.1209028176145273,Jackson
20180120,1105,3.0433622780211294,Jackson
20180121,1066,3.0277572046905536,Jackson
20180122,1525,3.1832698436828046,Jackson
20180123,1091,3.037824750588342,Jackson
20180124,1072,3.030194785356751,Jackson
20180125,913,2.960470777534299,Jackson
20180126,890,2.949390006644913,Jackson
20180127,1092,3.0382226383687185,Jackson
20180128,917,2.962369335670021,Jackson
20180129,776,2.8898617212581885,Jackson
20180130,711,2.851869600729766,Jackson
20180131,978,2.9903388547876015,Jackson
20180201,828,2.9180303367848803,Jackson
20180202,696,2.842609239610562,Jackson
20180203,646,2.8102325179950842,Jackson
20180204,745,2.8721562727482928,Jackson
20180205,920,2.963787827345555,Jackson
20180206,917,2.962369335670021,Jackson
20180207,851,2.929929560084588,Jackson
20180208,770,2.886490725172482,Jackson
20180209,711,2.851869600729766,Jackson
20180210,683,2.8344207036815328,Jackson
20180211,784,2.8943160626844384,Jackson
20180212,926,2.966610986681934,Jackson
20180213,1108,3.044539760392411,Jackson
20180214,940,2.9731278535996988,Jackson
20180215,805,2.9057958803678687,Jackson
20180216,831,2.919601023784111,Jackson
20180217,679,2.8318697742805017,Jackson
20180218,617,2.7902851640332416,Jackson
20180219,1057,3.024074987307426,Jackson
20180220,2573,3.4104397862103464,Jackson
20180221,2278,3.3575537197430814,Jackson
20180222,1764,3.246498580795801,Jackson
20180223,2634,3.420615770625765,Jackson
20180224,1416,3.15106325335375,Jackson
20180225,1146,3.059184617631371,Jackson
20180226,1443,3.159266331093494,Jackson
20180227,1734,3.2390490931401916,Jackson
20180228,1639,3.214578953570499,Jackson
20180301,1778,3.249931756634195,Jackson
20180302,4316,3.635081436010873,Jackson
20180303,8422,3.925415237084246,Jackson
20180304,4422,3.6456187382426952,Jackson
20180305,2774,3.443106456737266,Jackson
20180306,2241,3.350441856535061,Jackson
20180307,2271,3.3562171342197353,Jackson
20180308,1626,3.2111205412580492,Jackson
20180309,1462,3.1649473726218416,Jackson
20180310,1377,3.1389339402569236,Jackson
20180311,1148,3.059941888061955,Jackson
20180312,1228,3.089198366805149,Jackson
20180313,1566,3.1947917577219247,Jackson
20180314,1298,3.1132746924643504,Jackson
20180315,1140,3.0569048513364727,Jackson
20180316,1033,3.0141003215196207,Jackson
20180317,1187,3.074450718954591,Jackson
20180318,1074,3.0310042813635367,Jackson
20180319,1197,3.0780941504064105,Jackson
20180320,1650,3.2174839442139063,Jackson
20180321,1542,3.188084373714938,Jackson
20180322,1636,3.2137832993353044,Jackson
20180323,1327,3.1228709228644354,Jackson
20180324,996,2.998259338423699,Jackson
20180325,888,2.948412965778601,Jackson
